Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,TotalSpent,Living_With,Children,Family_Size,Is_Parent,generation
Graduate,69755.0,0,0,23,217.0,77.0,373.0,111.0,23.0,93.0,1,3,6,12,1,False,False,0,False,False,False,False,57369600000000000,77,894.0,Partner,0,2,False,Post-War
Graduate,44078.0,1,1,17,24.0,1.0,10.0,2.0,0.0,4.0,2,2,0,3,5,False,False,0,False,False,False,False,14688000000000000,53,41.0,Partner,2,4,True,Gen-X
Postgraduate,30560.0,1,0,6,9.0,1.0,5.0,4.0,5.0,7.0,1,1,0,3,7,False,False,0,False,False,False,False,45532800000000000,46,31.0,Partner,1,3,True,Gen-X
Postgraduate,35924.0,1,1,56,8.0,0.0,14.0,2.0,3.0,7.0,1,1,0,3,5,False,False,0,False,False,False,False,22291200000000000,53,34.0,Partner,2,4,True,Gen-X
Postgraduate,64140.0,0,2,71,1459.0,0.0,61.0,0.0,15.0,215.0,5,2,5,6,5,True,False,1,False,True,False,True,37929600000000000,58,1750.0,Alone,2,3,True,Boomers2
Graduate,56386.0,1,1,51,230.0,48.0,214.0,13.0,32.0,75.0,8,9,1,7,9,False,False,0,False,False,False,False,66528000000000000,41,612.0,Partner,2,4,True,Millenials
Undergraduate,24594.0,1,0,94,1.0,3.0,6.0,10.0,0.0,9.0,1,1,0,3,5,False,False,0,False,False,False,False,36288000000000000,43,29.0,Partner,1,3,True,Gen-X
Undergraduate,75774.0,1,0,27,340.0,21.0,134.0,258.0,14.0,56.0,1,7,5,8,4,False,False,0,False,False,False,False,26265600000000000,41,823.0,Partner,1,3,True,Millenials
Postgraduate,39228.0,0,0,1,7.0,1.0,6.0,0.0,3.0,3.0,1,0,0,3,4,False,False,0,False,False,False,False,36892800000000000,62,20.0,Alone,0,1,False,Boomers2
Postgraduate,58494.0,0,1,56,298.0,7.0,68.0,4.0,0.0,19.0,2,6,2,6,6,False,False,0,False,False,False,False,31017600000000000,48,396.0,Partner,1,3,True,Gen-X
Graduate,58684.0,0,0,71,479.0,35.0,179.0,28.0,7.0,85.0,1,5,3,12,2,False,True,0,False,False,False,False,14947200000000000,41,813.0,Alone,0,1,False,Millenials
Graduate,57136.0,0,0,18,267.0,140.0,599.0,34.0,12.0,127.0,1,7,5,7,6,False,False,0,False,False,False,True,48988800000000000,55,1179.0,Alone,0,1,False,Gen-X
Postgraduate,56551.0,1,1,48,67.0,4.0,32.0,17.0,2.0,16.0,3,2,1,4,4,False,False,0,False,False,False,False,13305600000000000,72,138.0,Alone,2,3,True,Boomers1
Graduate,22448.0,1,0,86,3.0,1.0,8.0,23.0,2.0,18.0,3,2,1,3,3,False,False,0,False,False,False,False,24451200000000000,40,55.0,Partner,1,3,True,Millenials
Graduate,82014.0,0,0,48,980.0,37.0,265.0,35.0,163.0,31.0,1,3,6,12,6,False,False,0,False,False,False,True,72403200000000000,61,1511.0,Alone,0,1,False,Boomers2
Graduate,34213.0,1,1,2,50.0,4.0,28.0,6.0,3.0,26.0,3,3,1,2,9,False,False,0,False,False,False,True,76032000000000000,59,117.0,Alone,2,3,True,Boomers2
Postgraduate,25358.0,0,1,57,19.0,0.0,5.0,0.0,0.0,8.0,2,1,0,3,6,False,False,0,False,False,False,False,43372800000000000,75,32.0,Alone,1,2,True,Boomers1
Postgraduate,35544.0,1,0,77,30.0,5.0,23.0,4.0,1.0,4.0,1,2,0,3,7,False,False,0,False,False,False,False,10800000000000000,44,67.0,Alone,1,2,True,Gen-X
Postgraduate,36634.0,0,1,0,213.0,9.0,76.0,4.0,3.0,30.0,3,5,2,5,7,False,False,0,False,False,False,False,48124800000000000,68,335.0,Partner,1,3,True,Boomers1
Postgraduate,62670.0,0,1,57,539.0,30.0,92.0,80.0,46.0,38.0,1,5,3,13,3,False,False,0,False,False,False,False,26524800000000000,68,825.0,Partner,1,3,True,Boomers1
Undergraduate,50334.0,0,1,24,284.0,16.0,160.0,84.0,16.0,134.0,6,7,4,6,6,False,False,0,False,False,False,False,43200000000000000,50,694.0,Partner,1,3,True,Gen-X
Graduate,72066.0,0,0,55,1003.0,34.0,536.0,134.0,51.0,34.0,1,4,6,6,2,False,False,1,True,False,False,True,14342400000000000,41,1792.0,Alone,0,1,False,Millenials
Postgraduate,50729.0,1,1,62,239.0,13.0,143.0,45.0,4.0,52.0,9,6,2,7,6,False,False,0,False,False,False,False,57801600000000000,64,496.0,Alone,2,3,True,Boomers2
Graduate,34916.0,2,0,89,51.0,23.0,82.0,33.0,0.0,42.0,4,5,1,3,9,False,False,0,False,False,False,False,49248000000000000,54,231.0,Partner,2,4,True,Gen-X
Graduate,64892.0,0,1,77,527.0,24.0,230.0,32.0,24.0,65.0,2,6,4,12,4,False,False,0,False,False,False,False,16502400000000000,46,902.0,Alone,1,2,True,Gen-X
Graduate,43602.0,1,1,45,19.0,5.0,12.0,10.0,3.0,19.0,3,3,1,2,6,False,False,0,False,False,False,False,5702400000000000,56,68.0,Alone,2,3,True,Gen-X
Postgraduate,33996.0,0,0,46,40.0,2.0,15.0,8.0,0.0,6.0,1,1,1,3,4,False,False,0,False,False,False,False,33868800000000000,33,71.0,Alone,0,1,False,Millenials
Undergraduate,41473.0,1,0,80,21.0,8.0,20.0,15.0,3.0,9.0,1,2,0,3,7,False,False,0,False,False,False,False,46224000000000000,37,76.0,Alone,1,2,True,Millenials
Postgraduate,63246.0,0,2,60,593.0,30.0,91.0,29.0,22.0,7.0,1,6,3,12,4,False,False,0,False,False,False,False,40867200000000000,55,772.0,Partner,2,4,True,Gen-X
Postgraduate,36732.0,1,1,71,21.0,5.0,3.0,10.0,1.0,7.0,3,1,1,4,2,False,False,0,False,False,False,False,29548800000000000,63,47.0,Partner,2,4,True,Boomers2
Postgraduate,69084.0,1,0,43,1181.0,107.0,199.0,39.0,30.0,30.0,2,7,3,13,8,False,False,0,False,False,False,False,33004800000000000,52,1586.0,Partner,1,3,True,Gen-X
Postgraduate,77766.0,0,1,97,1004.0,59.0,265.0,115.0,59.0,27.0,2,11,10,11,6,True,False,0,False,False,False,True,56332800000000000,55,1529.0,Partner,1,3,True,Gen-X
Postgraduate,37929.0,0,0,49,202.0,2.0,46.0,3.0,2.0,10.0,2,4,2,5,7,False,True,0,True,False,False,True,42681600000000000,37,265.0,Alone,0,1,False,Millenials
Graduate,86610.0,0,0,66,446.0,107.0,768.0,33.0,196.0,53.0,1,5,6,6,2,False,False,0,False,False,False,False,49766400000000000,71,1603.0,Partner,0,2,False,Boomers1
Postgraduate,80141.0,0,0,20,1184.0,102.0,673.0,52.0,40.0,40.0,1,7,4,10,6,False,False,1,False,False,False,True,34560000000000000,36,2091.0,Partner,0,2,False,Millenials
Undergraduate,72635.0,0,0,54,390.0,22.0,323.0,104.0,35.0,107.0,1,6,8,6,3,False,False,0,True,False,False,False,55296000000000000,67,981.0,Partner,0,2,False,Boomers2
Graduate,69016.0,0,1,61,726.0,53.0,363.0,123.0,107.0,161.0,4,8,9,13,5,False,False,0,False,False,False,False,64281600000000000,52,1533.0,Partner,1,3,True,Gen-X
Undergraduate,20193.0,0,0,18,8.0,8.0,22.0,24.0,11.0,9.0,1,1,1,4,4,False,False,0,False,False,False,False,63763200000000000,31,82.0,Partner,0,2,False,Millenials
Graduate,27573.0,1,0,45,50.0,15.0,110.0,39.0,15.0,15.0,4,5,1,4,8,False,False,0,False,False,False,False,53654400000000000,47,244.0,Partner,1,3,True,Gen-X
Undergraduate,15862.0,1,0,26,1.0,1.0,4.0,11.0,9.0,10.0,1,1,0,3,8,False,False,0,False,False,False,False,45532800000000000,43,36.0,Alone,1,2,True,Gen-X
Postgraduate,49544.0,1,0,0,308.0,0.0,73.0,0.0,0.0,23.0,2,5,1,8,7,False,False,0,False,False,False,False,31881600000000000,46,404.0,Partner,1,3,True,Gen-X
Graduate,33228.0,1,0,28,22.0,2.0,31.0,7.0,4.0,5.0,1,2,0,3,7,False,False,0,False,False,False,False,27388800000000000,42,71.0,Partner,1,3,True,Gen-X
Graduate,70440.0,0,0,49,690.0,117.0,499.0,76.0,102.0,88.0,1,5,10,7,3,False,False,0,True,False,False,False,41731200000000000,44,1572.0,Partner,0,2,False,Gen-X
Graduate,38232.0,1,1,84,43.0,5.0,28.0,7.0,6.0,33.0,4,3,1,3,5,False,False,0,False,False,False,False,27907200000000000,51,122.0,Partner,2,4,True,Gen-X
Postgraduate,22554.0,1,1,38,27.0,0.0,10.0,0.0,0.0,4.0,4,2,0,4,5,False,False,0,False,False,False,False,86400000000000000,67,41.0,Partner,2,4,True,Boomers2
Postgraduate,23536.0,1,0,53,6.0,0.0,3.0,0.0,0.0,1.0,1,0,0,3,3,False,False,0,False,False,False,False,21081600000000000,39,10.0,Partner,1,3,True,Millenials
Graduate,49413.0,0,1,88,205.0,7.0,41.0,3.0,2.0,46.0,2,4,2,5,5,False,False,0,False,False,False,False,35164800000000000,70,304.0,Partner,1,3,True,Boomers1
Graduate,42231.0,1,1,99,24.0,0.0,8.0,0.0,1.0,4.0,1,1,0,3,5,False,False,0,False,False,False,False,22118400000000000,53,37.0,Partner,2,4,True,Gen-X
Postgraduate,78789.0,0,0,12,667.0,50.0,850.0,21.0,83.0,83.0,1,4,6,5,2,False,False,0,False,False,False,True,73440000000000000,42,1754.0,Alone,0,1,False,Gen-X
Graduate,56534.0,0,1,35,691.0,7.0,61.0,10.0,0.0,46.0,4,10,4,7,8,False,True,0,False,True,False,True,43286400000000000,54,815.0,Partner,1,3,True,Gen-X
Graduate,58350.0,0,1,5,493.0,26.0,206.0,116.0,80.0,80.0,4,8,3,12,6,False,False,0,False,False,False,False,53049600000000000,51,1001.0,Alone,1,2,True,Gen-X
Graduate,81217.0,0,0,77,493.0,70.0,324.0,146.0,40.0,84.0,1,3,7,11,1,False,False,0,False,False,False,False,43632000000000000,33,1157.0,Alone,0,1,False,Millenials
Graduate,49090.0,0,1,45,494.0,5.0,82.0,7.0,0.0,100.0,3,7,2,9,7,False,False,0,False,False,False,False,43632000000000000,71,688.0,Alone,1,2,True,Boomers1
Postgraduate,61787.0,0,0,71,621.0,73.0,414.0,78.0,48.0,85.0,1,8,4,6,5,False,False,0,False,False,False,False,47260800000000000,35,1319.0,Alone,0,1,False,Millenials
Postgraduate,18169.0,1,0,40,9.0,0.0,5.0,0.0,0.0,7.0,1,1,0,2,8,False,False,0,False,False,False,False,56592000000000000,37,21.0,Partner,1,3,True,Millenials
Undergraduate,24336.0,1,0,82,1.0,6.0,2.0,8.0,2.0,12.0,1,1,0,2,7,False,False,0,False,False,False,False,71798400000000000,41,31.0,Alone,1,2,True,Millenials
Graduate,18222.0,0,0,70,12.0,4.0,19.0,12.0,6.0,14.0,1,2,0,3,8,False,False,0,False,False,False,False,60912000000000000,32,67.0,Partner,0,2,False,Millenials
Graduate,62335.0,0,1,87,243.0,131.0,217.0,85.0,6.0,26.0,2,3,3,13,2,False,False,0,False,False,False,False,48556800000000000,70,708.0,Alone,1,2,True,Boomers1
Undergraduate,42033.0,1,1,95,11.0,1.0,4.0,2.0,0.0,7.0,1,1,0,2,7,False,False,0,False,False,False,False,69811200000000000,51,25.0,Partner,2,4,True,Gen-X
Postgraduate,86580.0,0,0,72,532.0,21.0,127.0,26.0,20.0,20.0,0,4,2,5,1,False,False,1,False,False,False,False,55900800000000000,39,746.0,Partner,0,2,False,Millenials
Postgraduate,41437.0,1,1,5,29.0,0.0,2.0,0.0,0.0,1.0,1,1,0,3,7,False,False,0,False,False,False,False,69552000000000000,65,32.0,Alone,2,3,True,Boomers2
Postgraduate,73705.0,0,2,86,612.0,91.0,520.0,258.0,107.0,107.0,2,9,6,8,5,False,False,0,False,False,False,False,18748800000000000,71,1695.0,Alone,2,3,True,Boomers1
Graduate,61064.0,0,1,80,387.0,126.0,342.0,0.0,45.0,180.0,5,8,4,11,6,False,False,0,False,False,False,False,71452800000000000,46,1080.0,Partner,1,3,True,Gen-X
Postgraduate,38452.0,1,1,62,56.0,0.0,14.0,0.0,0.0,2.0,3,3,0,3,7,False,False,0,False,False,False,False,21686400000000000,67,72.0,Partner,2,4,True,Boomers2
Graduate,18358.0,1,0,49,6.0,8.0,19.0,16.0,4.0,4.0,3,3,0,4,7,False,False,0,False,False,False,False,32918400000000000,33,57.0,Alone,1,2,True,Millenials
Postgraduate,55012.0,0,1,85,582.0,0.0,65.0,0.0,0.0,13.0,6,8,2,9,5,False,False,0,False,False,False,False,22464000000000000,49,660.0,Partner,1,3,True,Gen-X
Undergraduate,9722.0,1,0,7,6.0,17.0,16.0,6.0,16.0,42.0,4,3,1,3,8,False,False,0,False,False,False,True,88992000000000000,49,103.0,Partner,1,3,True,Gen-X
Postgraduate,38175.0,1,0,6,70.0,6.0,69.0,2.0,3.0,3.0,3,3,1,4,7,False,False,0,False,False,False,False,37929600000000000,38,153.0,Partner,1,3,True,Millenials
Postgraduate,58656.0,0,1,25,962.0,12.0,194.0,16.0,24.0,12.0,4,7,8,13,6,False,False,1,False,False,False,False,69724800000000000,66,1220.0,Partner,1,3,True,Boomers2
Graduate,52117.0,0,1,55,112.0,10.0,107.0,30.0,0.0,20.0,2,5,2,4,7,False,False,0,False,False,False,False,72748800000000000,57,279.0,Partner,1,3,True,Gen-X
Graduate,64813.0,1,0,81,293.0,0.0,124.0,179.0,97.0,52.0,1,7,2,10,5,False,False,0,False,False,False,False,26611200000000000,44,745.0,Partner,1,3,True,Gen-X
Postgraduate,54222.0,0,1,98,199.0,12.0,31.0,3.0,12.0,7.0,1,3,3,5,3,False,False,0,False,False,False,False,29116800000000000,49,264.0,Partner,1,3,True,Gen-X
Graduate,83512.0,0,0,31,1060.0,61.0,835.0,80.0,20.0,101.0,1,4,7,10,1,True,False,1,True,True,False,True,14860800000000000,36,2157.0,Partner,0,2,False,Millenials
Postgraduate,77520.0,0,1,30,940.0,44.0,396.0,0.0,88.0,58.0,1,8,7,7,4,True,False,1,True,False,False,True,40176000000000000,63,1526.0,Partner,1,3,True,Boomers2
Graduate,41154.0,0,1,98,44.0,2.0,11.0,2.0,3.0,7.0,1,1,0,4,5,False,False,0,False,False,False,False,39571200000000000,44,69.0,Partner,1,3,True,Gen-X
Graduate,80398.0,0,0,92,342.0,51.0,936.0,207.0,35.0,26.0,1,5,8,12,3,False,False,1,False,False,False,False,67910400000000000,56,1597.0,Partner,0,2,False,Gen-X
Undergraduate,18746.0,1,0,41,2.0,10.0,11.0,12.0,9.0,20.0,2,3,0,3,6,False,False,0,False,False,False,False,16502400000000000,30,64.0,Alone,1,2,True,Millenials
Graduate,35196.0,1,0,68,75.0,12.0,141.0,43.0,39.0,187.0,6,6,1,5,8,False,False,0,False,False,False,False,65059200000000000,38,497.0,Partner,1,3,True,Millenials
Graduate,60230.0,0,1,78,520.0,20.0,367.0,39.0,81.0,40.0,2,6,3,6,5,False,False,0,False,False,False,False,48816000000000000,66,1067.0,Alone,1,2,True,Boomers2
Graduate,22108.0,1,1,46,5.0,3.0,9.0,6.0,2.0,6.0,2,2,0,3,7,False,False,0,False,False,False,False,10627200000000000,45,31.0,Partner,2,4,True,Gen-X
Graduate,44392.0,1,1,71,87.0,5.0,71.0,7.0,12.0,29.0,5,4,1,4,7,False,False,0,False,False,False,False,49766400000000000,48,211.0,Partner,2,4,True,Gen-X
Postgraduate,55424.0,0,1,6,462.0,61.0,184.0,10.0,53.0,107.0,4,7,5,9,6,True,False,0,False,False,False,True,64022400000000000,46,877.0,Partner,1,3,True,Gen-X
Graduate,17688.0,1,0,82,2.0,2.0,1.0,3.0,1.0,2.0,1,1,0,2,8,False,False,0,False,False,True,False,59788800000000000,43,11.0,Partner,1,3,True,Gen-X
Postgraduate,92491.0,0,0,71,979.0,44.0,935.0,29.0,25.0,22.0,1,7,5,12,3,False,True,1,True,False,False,True,60480000000000000,39,2034.0,Partner,0,2,False,Millenials
Graduate,90273.0,0,0,32,704.0,129.0,853.0,120.0,74.0,111.0,1,5,6,7,2,False,True,1,True,False,False,True,30844800000000000,31,1991.0,Alone,0,1,False,Millenials
Postgraduate,82571.0,0,0,28,861.0,31.0,558.0,62.0,95.0,79.0,0,6,5,13,2,False,False,1,False,False,False,False,26352000000000000,60,1686.0,Alone,0,1,False,Boomers2
Postgraduate,38513.0,1,0,20,172.0,3.0,115.0,16.0,0.0,18.0,5,6,1,5,8,False,False,0,False,False,False,True,26956800000000000,40,324.0,Alone,1,2,True,Millenials
Postgraduate,16653.0,1,0,10,5.0,7.0,31.0,15.0,4.0,7.0,3,2,1,3,6,False,False,0,False,False,False,True,20044800000000000,43,69.0,Alone,1,2,True,Gen-X
Graduate,42586.0,1,1,7,194.0,2.0,56.0,0.0,0.0,0.0,5,4,1,6,8,False,False,0,False,False,False,True,66355200000000000,67,252.0,Partner,2,4,True,Boomers2
Undergraduate,23529.0,0,1,67,9.0,7.0,13.0,3.0,2.0,20.0,1,1,1,2,6,False,False,0,False,False,False,False,45187200000000000,57,54.0,Alone,1,2,True,Gen-X
Postgraduate,74881.0,1,1,48,505.0,72.0,270.0,36.0,27.0,54.0,4,9,2,12,5,False,False,0,False,False,False,False,42336000000000000,61,964.0,Partner,2,4,True,Boomers2
Graduate,71107.0,0,1,61,533.0,10.0,217.0,198.0,174.0,195.0,2,7,6,13,4,False,False,0,False,False,False,False,56764800000000000,71,1327.0,Partner,1,3,True,Boomers1
Postgraduate,46910.0,1,1,36,48.0,0.0,14.0,0.0,0.0,6.0,2,2,0,3,6,False,False,0,False,False,False,False,22291200000000000,58,68.0,Partner,2,4,True,Boomers2
Graduate,18690.0,0,0,77,6.0,1.0,7.0,23.0,4.0,19.0,1,1,1,2,8,False,False,0,False,False,False,False,61171200000000000,63,60.0,Partner,0,2,False,Boomers2
Graduate,37244.0,1,1,90,18.0,2.0,10.0,0.0,0.0,25.0,1,1,1,2,7,True,False,0,False,False,False,False,50803200000000000,67,55.0,Alone,2,3,True,Boomers2
Graduate,82427.0,0,0,35,482.0,147.0,509.0,104.0,107.0,107.0,1,3,5,12,1,False,False,1,False,False,False,False,259200000000000,56,1456.0,Partner,0,2,False,Gen-X
Undergraduate,75342.0,0,1,38,204.0,97.0,97.0,21.0,118.0,26.0,1,5,2,10,4,False,False,0,False,False,False,False,47433600000000000,64,563.0,Alone,1,2,True,Boomers2
Graduate,70044.0,0,1,46,1073.0,0.0,250.0,153.0,14.0,14.0,4,7,10,5,5,False,False,0,False,False,False,False,56678400000000000,68,1504.0,Alone,1,2,True,Boomers1
Graduate,79146.0,1,1,33,245.0,16.0,223.0,21.0,43.0,16.0,2,8,1,8,6,False,False,0,False,False,False,False,19526400000000000,55,564.0,Alone,2,3,True,Gen-X
Graduate,77437.0,0,0,70,560.0,21.0,442.0,29.0,44.0,29.0,1,4,5,13,1,False,False,1,False,False,False,False,32400000000000000,59,1125.0,Partner,0,2,False,Boomers2
Graduate,54984.0,0,1,51,173.0,13.0,131.0,32.0,3.0,6.0,4,6,1,6,7,False,False,0,True,False,False,False,16934400000000000,63,358.0,Partner,1,3,True,Boomers2
Postgraduate,42403.0,1,0,18,22.0,1.0,11.0,0.0,5.0,3.0,1,1,0,3,8,False,False,0,False,False,False,False,33609600000000000,51,42.0,Partner,1,3,True,Gen-X
Graduate,55761.0,0,1,97,136.0,1.0,12.0,0.0,3.0,32.0,2,4,1,3,6,False,True,0,False,False,False,False,19526400000000000,58,184.0,Partner,1,3,True,Boomers2
Graduate,37292.0,1,0,32,275.0,0.0,86.0,10.0,23.0,66.0,5,6,3,5,8,False,False,0,False,False,False,False,51580800000000000,39,460.0,Partner,1,3,True,Millenials
Postgraduate,45576.0,0,0,9,56.0,19.0,29.0,2.0,14.0,25.0,1,3,1,3,8,False,False,0,False,False,False,True,16588800000000000,77,145.0,Alone,0,1,False,Post-War
Graduate,70321.0,0,0,6,303.0,23.0,751.0,82.0,26.0,191.0,1,6,5,13,4,False,False,0,False,False,False,True,59529600000000000,75,1376.0,Partner,0,2,False,Boomers1
Postgraduate,58086.0,0,1,80,708.0,7.0,62.0,0.0,0.0,15.0,2,11,3,7,8,False,False,0,False,False,False,False,59184000000000000,53,792.0,Alone,1,2,True,Gen-X
Undergraduate,28389.0,0,0,49,1.0,5.0,3.0,7.0,4.0,8.0,1,1,0,2,7,False,False,0,False,False,False,False,64454400000000000,75,28.0,Partner,0,2,False,Boomers1
Postgraduate,66835.0,0,0,21,620.0,26.0,195.0,34.0,17.0,141.0,1,6,4,13,2,False,False,0,False,False,False,False,37497600000000000,76,1033.0,Partner,0,2,False,Boomers1
Graduate,69901.0,0,1,95,312.0,21.0,206.0,102.0,92.0,149.0,3,7,3,10,5,False,False,0,False,False,False,False,48038400000000000,53,882.0,Alone,1,2,True,Gen-X
Postgraduate,80360.0,0,0,56,1493.0,86.0,454.0,112.0,43.0,43.0,2,4,4,5,2,False,True,1,True,False,False,False,55555200000000000,73,2231.0,Partner,0,2,False,Boomers1
Postgraduate,63342.0,0,1,48,918.0,21.0,118.0,13.0,10.0,21.0,3,8,3,5,6,False,True,0,False,False,False,True,67478400000000000,61,1101.0,Partner,1,3,True,Boomers2
Graduate,44989.0,0,1,26,98.0,0.0,106.0,49.0,10.0,106.0,5,5,1,5,6,False,False,0,False,False,False,False,62812800000000000,48,369.0,Partner,1,3,True,Gen-X
Undergraduate,31859.0,1,0,3,3.0,4.0,7.0,15.0,8.0,11.0,1,1,0,3,7,False,False,0,False,False,False,False,24364800000000000,42,48.0,Alone,1,2,True,Gen-X
Postgraduate,51569.0,0,1,39,380.0,0.0,47.0,6.0,0.0,34.0,4,7,1,7,8,False,True,0,False,False,False,True,31881600000000000,73,467.0,Alone,1,2,True,Boomers1
Graduate,30372.0,1,1,33,15.0,0.0,12.0,7.0,3.0,7.0,3,2,0,3,7,False,False,0,False,False,False,False,61430400000000000,51,44.0,Alone,2,3,True,Gen-X
Undergraduate,16014.0,1,1,42,3.0,9.0,4.0,7.0,8.0,7.0,4,1,1,4,3,False,False,0,False,False,False,False,54345600000000000,43,38.0,Alone,2,3,True,Gen-X
Graduate,41120.0,1,1,80,24.0,2.0,23.0,0.0,8.0,24.0,3,2,1,3,6,False,False,0,False,False,False,False,46915200000000000,54,81.0,Partner,2,4,True,Gen-X
Postgraduate,39763.0,1,0,9,80.0,1.0,60.0,4.0,6.0,16.0,2,5,1,2,9,False,False,0,False,False,False,True,52444800000000000,51,167.0,Alone,1,2,True,Gen-X
Postgraduate,38725.0,1,1,52,31.0,0.0,6.0,2.0,1.0,5.0,2,1,0,4,4,False,False,0,False,False,False,False,5356800000000000,67,45.0,Partner,2,4,True,Boomers2
Graduate,77981.0,1,0,78,138.0,120.0,204.0,16.0,126.0,60.0,3,7,4,7,5,False,False,0,False,False,False,False,48297600000000000,50,664.0,Partner,1,3,True,Gen-X
Undergraduate,62905.0,0,1,68,166.0,75.0,96.0,119.0,107.0,59.0,3,7,2,8,4,False,False,0,False,False,False,False,36547200000000000,58,622.0,Partner,1,3,True,Boomers2
Undergraduate,13533.0,1,0,45,12.0,3.0,8.0,8.0,0.0,17.0,2,2,0,3,7,False,False,0,False,False,False,False,37065600000000000,43,48.0,Alone,1,2,True,Gen-X
Graduate,59481.0,0,1,47,178.0,3.0,85.0,71.0,66.0,58.0,2,3,3,8,2,False,False,0,False,False,False,False,35337600000000000,47,461.0,Partner,1,3,True,Gen-X
Graduate,72117.0,0,1,34,707.0,20.0,171.0,65.0,60.0,50.0,1,9,7,9,5,False,False,0,False,False,False,False,40867200000000000,45,1073.0,Partner,1,3,True,Gen-X
Undergraduate,21955.0,1,0,81,5.0,1.0,7.0,17.0,14.0,11.0,2,2,1,3,6,False,False,0,False,False,False,False,44496000000000000,36,55.0,Partner,1,3,True,Millenials
Graduate,67131.0,0,1,72,465.0,71.0,250.0,93.0,35.0,62.0,3,9,2,12,6,False,False,0,False,False,False,False,53568000000000000,66,976.0,Partner,1,3,True,Boomers2
Postgraduate,36802.0,1,0,23,16.0,1.0,2.0,0.0,0.0,1.0,1,1,0,3,5,False,False,0,False,False,False,False,14947200000000000,42,20.0,Alone,1,2,True,Gen-X
Graduate,71853.0,0,0,29,358.0,108.0,413.0,141.0,97.0,32.0,1,2,8,6,1,False,False,0,False,False,False,False,42163200000000000,40,1149.0,Partner,0,2,False,Millenials
Undergraduate,28249.0,0,0,80,1.0,9.0,7.0,2.0,14.0,10.0,1,2,0,3,6,False,False,0,False,False,False,False,15033600000000000,61,43.0,Partner,0,2,False,Boomers2
Postgraduate,47808.0,0,1,30,123.0,1.0,26.0,2.0,0.0,72.0,2,3,2,3,7,True,False,0,False,False,False,False,35596800000000000,47,224.0,Partner,1,3,True,Gen-X
Postgraduate,25509.0,1,0,15,40.0,3.0,30.0,10.0,7.0,11.0,3,3,0,3,9,False,False,0,False,False,False,True,69897600000000000,48,101.0,Alone,1,2,True,Gen-X
Postgraduate,51012.0,0,0,86,102.0,9.0,63.0,2.0,9.0,24.0,1,4,1,4,6,False,False,0,False,False,False,False,51580800000000000,76,209.0,Partner,0,2,False,Boomers1
Graduate,70596.0,0,0,68,347.0,44.0,534.0,17.0,0.0,26.0,1,3,5,12,2,False,False,0,False,False,False,False,81216000000000000,37,968.0,Alone,0,1,False,Millenials
Postgraduate,85431.0,0,0,54,376.0,53.0,462.0,168.0,53.0,53.0,1,2,7,7,0,False,False,0,False,False,False,False,42076800000000000,70,1165.0,Partner,0,2,False,Boomers1
Graduate,42664.0,0,1,44,21.0,0.0,3.0,0.0,0.0,0.0,1,1,0,3,6,False,False,0,False,False,False,False,22723200000000000,55,24.0,Partner,1,3,True,Gen-X
Graduate,42586.0,1,1,7,194.0,2.0,56.0,0.0,0.0,0.0,5,4,1,6,8,False,False,0,False,False,False,True,66355200000000000,67,252.0,Partner,2,4,True,Boomers2
Graduate,29760.0,1,0,87,64.0,4.0,68.0,7.0,5.0,17.0,4,3,1,4,8,False,False,0,False,False,False,False,71625600000000000,37,165.0,Alone,1,2,True,Millenials
Postgraduate,28973.0,0,0,59,206.0,0.0,46.0,3.0,2.0,12.0,2,5,1,5,8,False,False,0,False,False,False,False,67737600000000000,45,269.0,Partner,0,2,False,Gen-X
Postgraduate,39435.0,1,0,16,71.0,0.0,18.0,0.0,0.0,13.0,1,3,1,2,7,False,False,0,False,False,False,False,47174400000000000,49,102.0,Partner,1,3,True,Gen-X
Undergraduate,65370.0,0,0,1,71.0,22.0,112.0,138.0,89.0,29.0,1,2,3,13,1,False,False,0,False,False,False,False,60220800000000000,38,461.0,Partner,0,2,False,Millenials
Undergraduate,20194.0,1,0,64,0.0,4.0,7.0,11.0,10.0,15.0,2,2,0,3,6,False,False,0,False,False,False,False,62121600000000000,43,47.0,Alone,1,2,True,Gen-X
Postgraduate,42473.0,1,1,72,93.0,1.0,21.0,0.0,4.0,25.0,3,2,1,4,5,False,False,0,False,False,False,False,25228800000000000,46,144.0,Alone,2,3,True,Gen-X
Graduate,64590.0,0,0,98,920.0,138.0,168.0,36.0,46.0,30.0,1,9,4,10,6,False,False,0,False,False,False,False,67651200000000000,54,1338.0,Partner,0,2,False,Gen-X
Graduate,71232.0,0,1,91,653.0,17.0,170.0,34.0,26.0,17.0,2,11,2,10,7,False,False,0,False,False,False,False,32227200000000000,63,917.0,Partner,1,3,True,Boomers2
Graduate,34600.0,1,1,8,199.0,33.0,60.0,8.0,3.0,15.0,5,5,2,5,8,False,False,0,False,False,False,True,60825600000000000,51,318.0,Partner,2,4,True,Gen-X
